candidate_name,pct,sample_size,state,start_date,end_date,methodology,party,candidate_win
Donald Trump,49,1262,National,2024-02-25,2024-02-28,Live Phone/Text-to-Web,REP,0
Joe Biden,35,1262,National,2024-02-25,2024-02-28,Live Phone/Text-to-Web,DEM,0
Joe Biden,42,1262,National,2024-02-25,2024-02-28,Live Phone/Text-to-Web,DEM,0
Joe Biden,48,3021,National,2024-02-24,2024-02-28,Online Panel,DEM,0
Donald Trump,52,3021,National,2024-02-24,2024-02-28,Online Panel,REP,0
Joe Biden,35,1745,National,2024-02-21,2024-02-28,Live Phone/Text-to-Web,DEM,0
Donald Trump,40,1745,National,2024-02-21,2024-02-28,Live Phone/Text-to-Web,REP,0
Joe Biden,45,1745,National,2024-02-21,2024-02-28,Live Phone/Text-to-Web,DEM,0
Joe Biden,47,1072,National,2024-02-20,2024-02-28,Probability Panel,DEM,0
Donald Trump,44,1072,National,2024-02-20,2024-02-28,Probability Panel,REP,0
Donald Trump,44,1498,National,2024-02-25,2024-02-27,Online Panel,REP,0
Joe Biden,42,4000,National,2024-02-25,2024-02-27,Online Panel,DEM,0
Joe Biden,40,601,Pennsylvania,2024-02-25,2024-02-27,Online Panel,DEM,0
Donald Trump,39,601,Pennsylvania,2024-02-25,2024-02-27,Online Panel,REP,0
Joe Biden,39,601,Pennsylvania,2024-02-25,2024-02-27,Online Panel,DEM,0
Joe Biden,56.5,1000,California,2024-02-24,2024-02-27,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,35.1,1000,California,2024-02-24,2024-02-27,IVR/Online Panel/Text-to-Web/Email,REP,0
Donald Trump,31.5,1000,California,2024-02-24,2024-02-27,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,42,1026,National,2024-02-22,2024-02-27,Online Panel,DEM,0
Donald Trump,45,1026,National,2024-02-22,2024-02-27,Online Panel,REP,0
Joe Biden,38,1026,National,2024-02-22,2024-02-27,Online Panel,DEM,0
Joe Biden,43,4000,National,2024-02-24,2024-02-26,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-02-24,2024-02-26,Online Panel,REP,0
Joe Biden,40,6536,California,2024-02-22,2024-02-26,Online Panel,DEM,0
Donald Trump,28,6536,California,2024-02-22,2024-02-26,Online Panel,REP,0
Donald Trump,34,6536,California,2024-02-22,2024-02-26,Online Panel,REP,0
Joe Biden,40,1001,Arizona,2024-02-21,2024-02-26,IVR/Online Panel,DEM,0
Donald Trump,46,1167,Texas,2024-02-18,2024-02-26,Live Phone/Online Panel,REP,0
Joe Biden,37,1167,Texas,2024-02-18,2024-02-26,Live Phone/Online Panel,DEM,0
Donald Trump,41,1167,Texas,2024-02-18,2024-02-26,Live Phone/Online Panel,REP,0
Joe Biden,36,1167,Texas,2024-02-18,2024-02-26,Live Phone/Online Panel,DEM,0
Joe Biden,49,745,National,2024-02-10,2024-02-26,App Panel,DEM,0
Joe Biden,46.9,999,National,2024-02-08,2024-02-26,App Panel,DEM,0
Donald Trump,44,6224,National,2024-02-23,2024-02-25,Online Panel,REP,0
Joe Biden,36,1005,National,2024-02-23,2024-02-25,Online Panel,DEM,0
Joe Biden,42,773,National,2024-02-23,2024-02-25,Online Panel,DEM,0
Donald Trump,45,773,National,2024-02-23,2024-02-25,Online Panel,REP,0
Joe Biden,43,600,Michigan,2024-02-22,2024-02-25,Live Phone/Text-to-Web,DEM,0
Donald Trump,43,600,Michigan,2024-02-22,2024-02-25,Live Phone/Text-to-Web,REP,0
Joe Biden,43,4000,National,2024-02-22,2024-02-24,Online Panel,DEM,0
Joe Biden,44,1000,Michigan,2024-02-20,2024-02-24,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,46,1000,Michigan,2024-02-20,2024-02-24,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,38.7,1000,Michigan,2024-02-20,2024-02-24,IVR/Online Panel/Text-to-Web/Email,DEM,0
Joe Biden,42.4,1000,Wisconsin,2024-02-20,2024-02-24,IVR/Online Panel/Text-to-Web/Email,DEM,0
Joe Biden,37.1,1000,Wisconsin,2024-02-20,2024-02-24,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,40.8,1000,Wisconsin,2024-02-20,2024-02-24,IVR/Online Panel/Text-to-Web/Email,REP,0
Joe Biden,42,4000,National,2024-02-21,2024-02-23,Online Panel,DEM,0
Donald Trump,43,4000,National,2024-02-21,2024-02-23,Online Panel,REP,0
Donald Trump,42,3010,National,2024-02-20,2024-02-23,Online Panel,REP,0
Joe Biden,47,2022,National,2024-02-21,2024-02-22,Online Panel,DEM,0
Donald Trump,53,2022,National,2024-02-21,2024-02-22,Online Panel,REP,0
Joe Biden,37,2022,National,2024-02-21,2024-02-22,Online Panel,DEM,0
Joe Biden,36,2022,National,2024-02-21,2024-02-22,Online Panel,DEM,0
Joe Biden,42,4000,National,2024-02-20,2024-02-22,Online Panel,DEM,0
Donald Trump,42,4000,National,2024-02-20,2024-02-22,Online Panel,REP,0
Joe Biden,43.7,2000,National,2024-02-19,2024-02-22,Online Panel,DEM,0
Donald Trump,47.1,1724,National,2024-02-19,2024-02-22,Online Panel,REP,0
Joe Biden,34.7,2000,National,2024-02-19,2024-02-22,Online Panel,DEM,0
Joe Biden,37.1,1724,National,2024-02-19,2024-02-22,Online Panel,DEM,0
Donald Trump,40.9,1724,National,2024-02-19,2024-02-22,Online Panel,REP,0
Joe Biden,37,1200,National,2024-02-17,2024-02-22,Online Panel,DEM,0
Donald Trump,41,1200,National,2024-02-17,2024-02-22,Online Panel,REP,0
Joe Biden,38,1000,National,2024-02-17,2024-02-22,Online Panel,DEM,0
Donald Trump,41,1000,National,2024-02-17,2024-02-22,Online Panel,REP,0
Joe Biden,41,4000,National,2024-02-19,2024-02-21,Online Panel,DEM,0
Donald Trump,43,4000,National,2024-02-19,2024-02-21,Online Panel,REP,0
Donald Trump,44,4000,National,2024-02-18,2024-02-20,Online Panel,REP,0
Joe Biden,41,6321,National,2024-02-17,2024-02-19,Online Panel,DEM,0
Joe Biden,40.2,1000,Nevada,2024-02-16,2024-02-19,IVR/Online Panel/Email,DEM,0
Donald Trump,46,1000,Nevada,2024-02-16,2024-02-19,IVR/Online Panel/Email,REP,0
Joe Biden,34.3,1000,Nevada,2024-02-16,2024-02-19,IVR/Online Panel/Email,DEM,0
Donald Trump,47.6,1000,Nevada,2024-02-16,2024-02-19,IVR/Online Panel/Email,REP,0
Joe Biden,42.5,1000,Arizona,2024-02-16,2024-02-19,IVR/Online Panel/Email,DEM,0
Donald Trump,45.6,1000,Arizona,2024-02-16,2024-02-19,IVR/Online Panel/Email,REP,0
Joe Biden,37.1,1000,Arizona,2024-02-16,2024-02-19,IVR/Online Panel/Email,DEM,0
Donald Trump,42.6,1000,Arizona,2024-02-16,2024-02-19,IVR/Online Panel/Email,REP,0
Kamala Harris,40.3,1000,Arizona,2024-02-16,2024-02-19,IVR/Online Panel/Email,DEM,0
Donald Trump,47.6,1000,Arizona,2024-02-16,2024-02-19,IVR/Online Panel/Email,REP,0
Donald Trump,47.3,1000,Arizona,2024-02-16,2024-02-19,IVR/Online Panel/Email,REP,0
Joe Biden,49,1421,National,2024-02-15,2024-02-19,Live Phone,DEM,0
Donald Trump,45,1421,National,2024-02-15,2024-02-19,Live Phone,REP,0
Donald Trump,37,1421,National,2024-02-15,2024-02-19,Live Phone,REP,0
Joe Biden,35,1421,National,2024-02-15,2024-02-19,Live Phone,DEM,0
Joe Biden,40,705,Virginia,2024-02-11,2024-02-19,Live Phone/Online Panel,DEM,0
Joe Biden,55.3,1000,California,2024-02-16,2024-02-18,IVR/Online Panel/Email,DEM,0
Donald Trump,32.6,1000,California,2024-02-16,2024-02-18,IVR/Online Panel/Email,REP,0
Joe Biden,48.9,1000,California,2024-02-16,2024-02-18,IVR/Online Panel/Email,DEM,0
Donald Trump,30.7,1000,California,2024-02-16,2024-02-18,IVR/Online Panel/Email,REP,0
Joe Biden,42,4000,National,2024-02-16,2024-02-18,Online Panel,DEM,0
Donald Trump,45,600,Michigan,2024-02-13,2024-02-18,Live Phone,REP,0
Joe Biden,36,798,Arizona,2024-02-12,2024-02-18,Online Panel,DEM,0
Donald Trump,45,798,Arizona,2024-02-12,2024-02-18,Online Panel,REP,0
Joe Biden,43,798,Arizona,2024-02-12,2024-02-18,Online Panel,DEM,0
Joe Biden,38,800,Georgia,2024-02-12,2024-02-18,Online Panel,DEM,0
Donald Trump,49,800,Georgia,2024-02-12,2024-02-18,Online Panel,REP,0
Joe Biden,40,702,Michigan,2024-02-12,2024-02-18,Online Panel,DEM,0
Donald Trump,41,702,Michigan,2024-02-12,2024-02-18,Online Panel,REP,0
Joe Biden,44,702,Michigan,2024-02-12,2024-02-18,Online Panel,DEM,0
Donald Trump,44,445,Nevada,2024-02-12,2024-02-18,Online Panel,REP,0
Joe Biden,42,445,Nevada,2024-02-12,2024-02-18,Online Panel,DEM,0
Donald Trump,45,705,North Carolina,2024-02-12,2024-02-18,Online Panel,REP,0
Joe Biden,41,705,North Carolina,2024-02-12,2024-02-18,Online Panel,DEM,0
Donald Trump,50,705,North Carolina,2024-02-12,2024-02-18,Online Panel,REP,0
Joe Biden,36,803,Pennsylvania,2024-02-12,2024-02-18,Online Panel,DEM,0
Joe Biden,43,803,Pennsylvania,2024-02-12,2024-02-18,Online Panel,DEM,0
Donald Trump,49,803,Pennsylvania,2024-02-12,2024-02-18,Online Panel,REP,0
Joe Biden,35,702,Wisconsin,2024-02-12,2024-02-18,Online Panel,DEM,0
Donald Trump,46,702,Wisconsin,2024-02-12,2024-02-18,Online Panel,REP,0
Joe Biden,42,4000,National,2024-02-15,2024-02-17,Online Panel,DEM,0
Joe Biden,36.7,1197,South Carolina,2024-02-14,2024-02-16,IVR/Online Panel/Text-to-Web/Email,DEM,0
Donald Trump,50.6,1197,South Carolina,2024-02-14,2024-02-16,IVR/Online Panel/Text-to-Web/Email,REP,0
Donald Trump,45.1,1000,Pennsylvania,2024-02-14,2024-02-16,IVR/Online Panel/Email,REP,0
Donald Trump,41.5,1000,Pennsylvania,2024-02-14,2024-02-16,IVR/Online Panel/Email,REP,0
Kamala Harris,39.5,1000,Pennsylvania,2024-02-14,2024-02-16,IVR/Online Panel/Email,DEM,0
Donald Trump,49.2,1000,Pennsylvania,2024-02-14,2024-02-16,IVR/Online Panel/Email,REP,0
Donald Trump,48.4,1000,Pennsylvania,2024-02-14,2024-02-16,IVR/Online Panel/Email,REP,0
Joe Biden,42,4000,National,2024-02-14,2024-02-16,Online Panel,DEM,0
Donald Trump,45,4000,National,2024-02-14,2024-02-16,Online Panel,REP,0
Joe Biden,43.7,1000,North Carolina,2024-02-14,2024-02-16,IVR/Online Panel/Email,DEM,0
Donald Trump,46.6,1000,North Carolina,2024-02-14,2024-02-16,IVR/Online Panel/Email,REP,0
Donald Trump,45.9,1000,North Carolina,2024-02-14,2024-02-16,IVR/Online Panel/Email,REP,0
Kamala Harris,40.7,1000,North Carolina,2024-02-14,2024-02-16,IVR/Online Panel/Email,DEM,0
Donald Trump,49.9,1000,North Carolina,2024-02-14,2024-02-16,IVR/Online Panel/Email,REP,0
Donald Trump,49.2,1000,North Carolina,2024-02-14,2024-02-16,IVR/Online Panel/Email,REP,0
Joe Biden,41.6,1000,Georgia,2024-02-14,2024-02-16,IVR/Online Panel/Email,DEM,0
Joe Biden,36.2,1000,Georgia,2024-02-14,2024-02-16,IVR/Online Panel/Email,DEM,0
Donald Trump,45,1000,Georgia,2024-02-14,2024-02-16,IVR/Online Panel/Email,REP,0
Kamala Harris,41.2,1000,Georgia,2024-02-14,2024-02-16,IVR/Online Panel/Email,DEM,0
Joe Biden,46,3024,National,2024-02-12,2024-02-16,Online Panel,DEM,0
Donald Trump,54,3024,National,2024-02-12,2024-02-16,Online Panel,REP,0
Joe Biden,36,3024,National,2024-02-12,2024-02-16,Online Panel,DEM,0
Donald Trump,44,3024,National,2024-02-12,2024-02-16,Online Panel,REP,0
Donald Trump,47,868,National,2024-02-13,2024-02-15,IVR/Online Panel,REP,0
Joe Biden,37,868,National,2024-02-13,2024-02-15,IVR/Online Panel,DEM,0
Donald Trump,43,868,National,2024-02-13,2024-02-15,IVR/Online Panel,REP,0
Joe Biden,29,549,Montana,2024-02-12,2024-02-15,Online Panel/Text-to-Web,DEM,0
Joe Biden,49,787,National,2024-02-05,2024-02-15,Probability Panel,DEM,0
Donald Trump,51,787,National,2024-02-05,2024-02-15,Probability Panel,REP,0
Joe Biden,42,787,National,2024-02-05,2024-02-15,Probability Panel,DEM,0
Joe Biden,39,787,National,2024-02-05,2024-02-15,Probability Panel,DEM,0
Donald Trump,42,787,National,2024-02-05,2024-02-15,Probability Panel,REP,0
Donald Trump,40.2,1225,National,2024-02-13,2024-02-14,IVR/Online Panel/Email,REP,0
Kamala Harris,42.7,1225,National,2024-02-13,2024-02-14,IVR/Online Panel/Email,DEM,0
Donald Trump,46,1225,National,2024-02-13,2024-02-14,IVR/Online Panel/Email,REP,0
Donald Trump,45,1225,National,2024-02-13,2024-02-14,IVR/Online Panel/Email,REP,0
Joe Biden,54,789,Washington,2024-02-13,2024-02-14,IVR/Text-to-Web,DEM,0
Donald Trump,38,789,Washington,2024-02-13,2024-02-14,IVR/Text-to-Web,REP,0
Donald Trump,49,1015,National,2024-02-12,2024-02-14,Online Panel,REP,0
Joe Biden,37,1015,National,2024-02-12,2024-02-14,Online Panel,DEM,0
Donald Trump,42,1015,National,2024-02-12,2024-02-14,Online Panel,REP,0
Joe Biden,48,806,New York,2024-02-12,2024-02-14,Live Phone/Online Panel,DEM,0
Donald Trump,36,806,New York,2024-02-12,2024-02-14,Live Phone/Online Panel,REP,0
Joe Biden,42,806,New York,2024-02-12,2024-02-14,Live Phone/Online Panel,DEM,0
Donald Trump,32,806,New York,2024-02-12,2024-02-14,Live Phone/Online Panel,REP,0
Joe Biden,42,4000,National,2024-02-12,2024-02-14,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-02-12,2024-02-14,Online Panel,REP,0
Donald Trump,53.6,2795,National,2024-02-12,2024-02-14,Online Panel/Text-to-Web/Text,REP,0
Joe Biden,39.6,3005,National,2024-02-12,2024-02-14,Online Panel/Text-to-Web/Text,DEM,0
Donald Trump,48,2795,National,2024-02-12,2024-02-14,Online Panel/Text-to-Web/Text,REP,0
Joe Biden,37.4,3005,National,2024-02-12,2024-02-14,Online Panel/Text-to-Web/Text,DEM,0
Donald Trump,44.3,3005,National,2024-02-12,2024-02-14,Online Panel/Text-to-Web/Text,REP,0
Joe Biden,38.4,2795,National,2024-02-12,2024-02-14,Online Panel/Text-to-Web/Text,DEM,0
Donald Trump,45.3,2795,National,2024-02-12,2024-02-14,Online Panel/Text-to-Web/Text,REP,0
Donald Trump,45.1,3005,National,2024-02-12,2024-02-14,Online Panel/Text-to-Web/Text,REP,0
Donald Trump,46,2795,National,2024-02-12,2024-02-14,Online Panel/Text-to-Web/Text,REP,0
Joe Biden,32,791,Maine,2024-02-06,2024-02-14,Online Panel,DEM,0
Joe Biden,54.6,1000,Maryland,2024-02-12,2024-02-13,IVR/Online Panel/Email,DEM,0
Joe Biden,46.6,1000,Maryland,2024-02-12,2024-02-13,IVR/Online Panel/Email,DEM,0
Donald Trump,31.4,1000,Maryland,2024-02-12,2024-02-13,IVR/Online Panel/Email,REP,0
Donald Trump,49.2,600,Iowa,2024-02-12,2024-02-13,Online Panel/Text,REP,0
Joe Biden,44,1470,National,2024-02-11,2024-02-13,Online Panel,DEM,0
Donald Trump,44,1470,National,2024-02-11,2024-02-13,Online Panel,REP,0
Joe Biden,42,4000,National,2024-02-11,2024-02-13,Online Panel,DEM,0
Donald Trump,32,1075,California,2024-02-06,2024-02-13,Probability Panel,REP,0
Joe Biden,42,4000,National,2024-02-10,2024-02-12,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-02-10,2024-02-12,Online Panel,REP,0
Joe Biden,34,1237,National,2024-02-09,2024-02-12,Probability Panel,DEM,0
Joe Biden,43.4,1207,North Carolina,2024-02-09,2024-02-12,IVR/Online Panel/Text-to-Web,DEM,0
Donald Trump,46.5,1207,North Carolina,2024-02-09,2024-02-12,IVR/Online Panel/Text-to-Web,REP,0
Joe Biden,39.7,1207,North Carolina,2024-02-09,2024-02-12,IVR/Online Panel/Text-to-Web,DEM,0
Joe Biden,45,1106,Michigan,2024-02-08,2024-02-12,Live Phone/Text-to-Web,DEM,0
Donald Trump,47,1106,Michigan,2024-02-08,2024-02-12,Live Phone/Text-to-Web,REP,0
Joe Biden,37,1106,Michigan,2024-02-08,2024-02-12,Live Phone/Text-to-Web,DEM,0
Donald Trump,42,1106,Michigan,2024-02-08,2024-02-12,Live Phone/Text-to-Web,REP,0
Joe Biden,42,1106,Michigan,2024-02-08,2024-02-12,Live Phone/Text-to-Web,DEM,0
Joe Biden,45,1099,North Carolina,2024-02-08,2024-02-12,Live Phone/Text-to-Web,DEM,0
Donald Trump,50,1099,North Carolina,2024-02-08,2024-02-12,Live Phone/Text-to-Web,REP,0
Joe Biden,37,1099,North Carolina,2024-02-08,2024-02-12,Live Phone/Text-to-Web,DEM,0
Donald Trump,46,1099,North Carolina,2024-02-08,2024-02-12,Live Phone/Text-to-Web,REP,0
Joe Biden,41,1099,North Carolina,2024-02-08,2024-02-12,Live Phone/Text-to-Web,DEM,0
Joe Biden,36,1200,Texas,2024-02-02,2024-02-12,Online Panel,DEM,0
Donald Trump,45,1200,Texas,2024-02-02,2024-02-12,Online Panel,REP,0
Joe Biden,40,1200,Texas,2024-02-02,2024-02-12,Online Panel,DEM,0
Joe Biden,42,6164,National,2024-02-09,2024-02-11,Online Panel,DEM,0
Donald Trump,43,6164,National,2024-02-09,2024-02-11,Online Panel,REP,0
Joe Biden,35,1000,South Carolina,2024-02-05,2024-02-11,Live Phone/Text-to-Web/Email,DEM,0
Joe Biden,28,1000,South Carolina,2024-02-05,2024-02-11,Live Phone/Text-to-Web/Email,DEM,0
Joe Biden,32,1000,South Carolina,2024-02-05,2024-02-11,Live Phone/Text-to-Web/Email,DEM,0
Joe Biden,25,1000,South Carolina,2024-02-05,2024-02-11,Live Phone/Text-to-Web/Email,DEM,0
Donald Trump,47.5,1018,National,2024-02-10,2024-02-10,IVR,REP,0
Donald Trump,42,1220,National,2024-02-10,2024-02-10,Online Panel,REP,0
Joe Biden,35,1717,South Carolina,2024-02-02,2024-02-10,Live Phone/Online Panel,DEM,0
Joe Biden,29,1717,South Carolina,2024-02-02,2024-02-10,Live Phone/Online Panel,DEM,0
Joe Biden,44,869,National,2024-02-06,2024-02-09,Online Panel,DEM,0
Donald Trump,45,869,National,2024-02-06,2024-02-09,Online Panel,REP,0
Joe Biden,32,500,Pennsylvania,2024-02-06,2024-02-08,Text,DEM,0
Donald Trump,40,500,Pennsylvania,2024-02-06,2024-02-08,Text,REP,0
Donald Trump,45,4000,National,2024-02-06,2024-02-08,Online Panel,REP,0
Joe Biden,35,807,Texas,2024-02-06,2024-02-08,IVR/Live Phone/Text-to-Web,DEM,0
Donald Trump,42,807,Texas,2024-02-06,2024-02-08,IVR/Live Phone/Text-to-Web,REP,0
Donald Trump,47,1534,National,2024-02-06,2024-02-08,Text-to-Web/Online Ad,REP,0
Joe Biden,33,1534,National,2024-02-06,2024-02-08,Text-to-Web/Online Ad,DEM,0
Donald Trump,41,1534,National,2024-02-06,2024-02-08,Text-to-Web/Online Ad,REP,0
Donald Trump,51.6,679,South Carolina,2024-02-01,2024-02-08,Online Panel/Text,REP,0
Joe Biden,35.9,643,South Carolina,2024-02-01,2024-02-08,Online Panel/Text,DEM,0
Donald Trump,53.6,643,South Carolina,2024-02-01,2024-02-08,Online Panel/Text,REP,0
Joe Biden,40,4000,National,2024-02-05,2024-02-07,Online Panel,DEM,0
Donald Trump,46,4000,National,2024-02-05,2024-02-07,Online Panel,REP,0
Joe Biden,42.3,1637,National,2024-02-02,2024-02-07,Online Ad,DEM,0
Donald Trump,43.9,1637,National,2024-02-02,2024-02-07,Online Ad,REP,0
Donald Trump,39,1637,National,2024-02-02,2024-02-07,Online Ad,REP,0
Joe Biden,35,1076,National,2024-02-02,2024-02-07,Probability Panel,DEM,0
Donald Trump,33,1076,National,2024-02-02,2024-02-07,Probability Panel,REP,0
Joe Biden,26,1076,National,2024-02-02,2024-02-07,Probability Panel,DEM,0
Donald Trump,41,1055,National,2024-01-30,2024-02-07,Live Phone/Probability Panel,REP,0
Joe Biden,43,1399,National,2024-02-04,2024-02-06,Online Panel,DEM,0
Donald Trump,45,6138,National,2024-02-04,2024-02-06,Online Panel,REP,0
Joe Biden,41,4000,National,2024-02-03,2024-02-05,Online Panel,DEM,0
Joe Biden,45.4,1000,Massachusetts,2024-02-02,2024-02-05,Live Phone,DEM,0
Joe Biden,41,4000,National,2024-02-02,2024-02-04,Online Panel,DEM,0
Donald Trump,44,1765,National,2024-01-31,2024-02-04,Online Panel,REP,0
Donald Trump,39,600,North Carolina,2024-01-30,2024-02-04,Live Phone/Text-to-Web,REP,0
Joe Biden,42,2001,National,2024-01-30,2024-02-04,Online Panel,DEM,0
Donald Trump,44,2001,National,2024-01-30,2024-02-04,Online Panel,REP,0
Joe Biden,40.5,917,National,2024-02-02,2024-02-03,Online Panel/Text,DEM,0
Donald Trump,44.5,917,National,2024-02-02,2024-02-03,Online Panel/Text,REP,0
Joe Biden,35,605,Texas,2024-02-01,2024-02-03,Online Panel,DEM,0
Donald Trump,44,605,Texas,2024-02-01,2024-02-03,Online Panel,REP,0
Joe Biden,32,605,Texas,2024-02-01,2024-02-03,Online Panel,DEM,0
Joe Biden,41,4000,National,2024-02-01,2024-02-03,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-02-01,2024-02-03,Online Panel,REP,0
Joe Biden,41,1266,National,2024-01-31,2024-02-02,Online Panel,DEM,0
Donald Trump,43,1266,National,2024-01-31,2024-02-02,Online Panel,REP,0
Joe Biden,34,1266,National,2024-01-31,2024-02-02,Online Panel,DEM,0
Joe Biden,44,1048,National,2024-01-31,2024-02-02,Online Panel,DEM,0
Donald Trump,45,1048,National,2024-01-31,2024-02-02,Online Panel,REP,0
Donald Trump,43,1048,National,2024-01-31,2024-02-02,Online Panel,REP,0
Donald Trump,41,1048,National,2024-01-31,2024-02-02,Online Panel,REP,0
Joe Biden,42,4000,National,2024-01-31,2024-02-02,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-01-31,2024-02-02,Online Panel,REP,0
Joe Biden,53,815,Maryland,2024-01-23,2024-02-02,Live Phone,DEM,0
Donald Trump,32,815,Maryland,2024-01-23,2024-02-02,Live Phone,REP,0
Joe Biden,50,815,Maryland,2024-01-23,2024-02-02,Live Phone,DEM,0
Joe Biden,45,815,Maryland,2024-01-23,2024-02-02,Live Phone,DEM,0
Donald Trump,45,4000,National,2024-01-30,2024-02-01,Online Panel,REP,0
Joe Biden,41,500,Arizona,2024-01-29,2024-02-01,Live Phone/Text,DEM,0
Donald Trump,45,500,Arizona,2024-01-29,2024-02-01,Live Phone/Text,REP,0
Joe Biden,48,1441,National,2024-01-29,2024-02-01,Live Phone/Online Panel/Text,DEM,0
Joe Biden,46,1441,National,2024-01-29,2024-02-01,Live Phone/Online Panel/Text,DEM,0
Joe Biden,41,4000,National,2024-01-29,2024-01-31,Online Panel,DEM,0
Donald Trump,45,4000,National,2024-01-29,2024-01-31,Online Panel,REP,0
Joe Biden,39,760,North Carolina,2024-01-26,2024-01-31,Online Panel,DEM,0
Donald Trump,44,760,North Carolina,2024-01-26,2024-01-31,Online Panel,REP,0
Donald Trump,47,1000,National,2024-01-25,2024-01-31,Online Panel,REP,0
Kamala Harris,42,1000,National,2024-01-25,2024-01-31,Online Panel,DEM,0
Joe Biden,34,1000,National,2024-01-25,2024-01-31,Online Panel,DEM,0
Donald Trump,39,1000,National,2024-01-25,2024-01-31,Online Panel,REP,0
Donald Trump,49,930,Wisconsin,2024-01-24,2024-01-31,Live Phone/Email,REP,0
Joe Biden,49,808,Wisconsin,2024-01-24,2024-01-31,Live Phone/Email,DEM,0
Donald Trump,50,808,Wisconsin,2024-01-24,2024-01-31,Live Phone/Email,REP,0
Joe Biden,41,930,Wisconsin,2024-01-24,2024-01-31,Live Phone/Email,DEM,0
Joe Biden,42,808,Wisconsin,2024-01-24,2024-01-31,Live Phone/Email,DEM,0
Joe Biden,37,930,Wisconsin,2024-01-24,2024-01-31,Live Phone/Email,DEM,0
Joe Biden,39,808,Wisconsin,2024-01-24,2024-01-31,Live Phone/Email,DEM,0
Joe Biden,43,1486,National,2024-01-28,2024-01-30,Online Panel,DEM,0
Donald Trump,42,1486,National,2024-01-28,2024-01-30,Online Panel,REP,0
Joe Biden,41,4000,National,2024-01-28,2024-01-30,Online Panel,DEM,0
Donald Trump,45,4000,National,2024-01-28,2024-01-30,Online Panel,REP,0
Donald Trump,44,1217,National,2024-01-27,2024-01-30,Online Panel/Online Ad,REP,0
Joe Biden,39,1172,Wisconsin,2024-01-26,2024-01-30,Live Phone/Text-to-Web,DEM,0
Donald Trump,42,1172,Wisconsin,2024-01-26,2024-01-30,Live Phone/Text-to-Web,REP,0
Joe Biden,47,1172,Wisconsin,2024-01-26,2024-01-30,Live Phone/Text-to-Web,DEM,0
Donald Trump,47,1172,Wisconsin,2024-01-26,2024-01-30,Live Phone/Text-to-Web,REP,0
Joe Biden,37,1119,Georgia,2024-01-26,2024-01-30,Live Phone/Text-to-Web,DEM,0
Donald Trump,45,1119,Georgia,2024-01-26,2024-01-30,Live Phone/Text-to-Web,REP,0
Donald Trump,51,1119,Georgia,2024-01-26,2024-01-30,Live Phone/Text-to-Web,REP,0
Joe Biden,35,1119,Georgia,2024-01-26,2024-01-30,Live Phone/Text-to-Web,DEM,0
Joe Biden,42,1000,National,2024-01-26,2024-01-30,Live Phone,DEM,0
Donald Trump,47,1000,National,2024-01-26,2024-01-30,Live Phone,REP,0
Joe Biden,36,1000,National,2024-01-26,2024-01-30,Live Phone,DEM,0
Donald Trump,49,983,National,2024-01-25,2024-01-30,Probability Panel,REP,0
Joe Biden,39,1064,National,2024-01-25,2024-01-30,Online Panel,DEM,0
Donald Trump,45,850,National,2024-01-24,2024-01-30,Online Panel,REP,0
Joe Biden,42,4000,National,2024-01-27,2024-01-29,Online Panel,DEM,0
Donald Trump,44,4000,National,2024-01-27,2024-01-29,Online Panel,REP,0
